type,nodes,features,id,searchedFeature,isSuccess,firstBandwidth,totalBandwidth,latency,pathLength
S,50000,10000,1681,2406,F,2479,2479,0,0
S,50000,10000,30362,6757,T,2949,3201,130,5
S,50000,10000,45082,3487,F,3073,3073,0,0
S,50000,10000,31372,6952,T,2432,3409,131,5
S,50000,10000,25880,3655,F,3405,3405,0,0
S,50000,10000,45310,150,F,3739,3739,0,0
S,50000,10000,22886,7023,T,2504,3311,145,4
S,50000,10000,20141,1440,F,3073,3073,0,0
S,50000,10000,11568,5927,T,1650,3347,108,4
S,50000,10000,17080,8812,F,2680,2680,0,0
S,50000,10000,31558,56,F,3276,3276,0,0
S,50000,10000,10649,4600,T,2453,3335,132,4
S,50000,10000,11441,6598,T,848,3021,144,4
S,50000,10000,9411,8122,F,3034,3034,0,0
S,50000,10000,36703,5913,T,1868,3173,121,4
S,50000,10000,18565,454,T,485,2926,124,4
S,50000,10000,21738,9444,F,3305,3305,0,0
S,50000,10000,5257,3775,T,3038,3354,95,4
S,50000,10000,42673,4847,F,3524,3524,0,0
S,50000,10000,49085,1450,F,3410,3410,0,0
S,50000,10000,24898,796,F,3397,3397,0,0
S,50000,10000,24832,6584,F,3384,3384,0,0
S,50000,10000,7796,5744,F,1727,1727,0,0
S,50000,10000,26406,8374,F,2997,2997,0,0
S,50000,10000,13645,5758,T,1925,4123,144,5
S,50000,10000,35132,2758,F,3352,3352,0,0
S,50000,10000,16956,1310,T,3440,3955,156,4
S,50000,10000,27945,7065,F,3361,3361,0,0
S,50000,10000,19725,3870,T,1614,3942,171,4
S,50000,10000,3956,2792,F,3419,3419,0,0
S,50000,10000,41709,395,T,719,3354,86,3
S,50000,10000,48920,6095,T,1096,3621,75,4
S,50000,10000,34381,3774,F,2921,2921,0,0
S,50000,10000,31130,3135,T,341,3087,70,3
S,50000,10000,25377,7105,T,3203,3235,177,6
S,50000,10000,1901,250,T,572,3790,55,3
S,50000,10000,31475,2480,F,3246,3246,0,0
S,50000,10000,4652,4316,T,538,4117,53,3
S,50000,10000,49629,3852,T,1840,3606,137,4
S,50000,10000,20574,3981,F,3589,3589,0,0
S,50000,10000,49754,1537,T,397,3707,65,4
S,50000,10000,45892,1584,T,566,1149,128,4
S,50000,10000,613,2416,T,1156,3961,166,4
S,50000,10000,46526,2171,T,201,3781,68,3
S,50000,10000,1447,6073,F,3659,3659,0,0
S,50000,10000,32819,9734,T,430,4014,99,3
S,50000,10000,4754,555,T,3103,3622,128,5
S,50000,10000,25681,1070,T,3307,3894,117,5
S,50000,10000,39719,6344,T,873,3720,102,3
S,50000,10000,37810,3839,T,1884,3037,218,7
S,50000,10000,48205,6750,F,3825,3825,0,0
S,50000,10000,42079,2060,F,3625,3625,0,0
S,50000,10000,42723,7130,T,1597,3867,184,6
S,50000,10000,38742,9261,T,1973,3729,136,5
S,50000,10000,26039,2615,T,1725,3550,151,6
S,50000,10000,24542,2905,T,408,3462,90,3
S,50000,10000,25113,5935,T,3740,3930,144,4
S,50000,10000,11141,8712,F,4177,4177,0,0
S,50000,10000,39736,7685,T,1128,3663,97,3
S,50000,10000,27834,2799,F,654,654,0,0
S,50000,10000,44973,1551,F,3470,3470,0,0
S,50000,10000,37285,6173,F,4039,4039,0,0
S,50000,10000,33335,8104,T,1009,1373,141,4
S,50000,10000,13121,4493,T,1523,4035,137,5
S,50000,10000,24431,853,T,2686,3298,126,4
S,50000,10000,29075,5790,T,141,3387,36,3
S,50000,10000,32593,7562,T,917,3507,152,5
S,50000,10000,35937,3738,T,2623,3899,125,4
S,50000,10000,39950,4791,F,3643,3643,0,0
S,50000,10000,18419,5290,F,3515,3515,0,0
S,50000,10000,4290,6804,T,1162,3616,113,4
S,50000,10000,21769,502,T,2230,4108,141,4
S,50000,10000,29283,7839,F,3976,3976,0,0
S,50000,10000,20373,6020,F,3998,3998,0,0
S,50000,10000,19549,8019,F,3795,3795,0,0
S,50000,10000,40220,5215,T,3522,3712,119,4
S,50000,10000,36575,204,T,193,3596,74,3
S,50000,10000,8082,4834,F,3543,3543,0,0
S,50000,10000,9877,1449,F,3935,3935,0,0
S,50000,10000,38881,27,F,3993,3993,0,0
S,50000,10000,45986,5252,F,4005,4005,0,0
S,50000,10000,16309,1055,T,2562,3815,100,4
S,50000,10000,24599,6635,T,316,3038,88,3
S,50000,10000,21370,3918,F,3521,3521,0,0
S,50000,10000,43870,9819,F,3073,3073,0,0
S,50000,10000,18640,2411,F,3640,3640,0,0
S,50000,10000,339,7837,F,3119,3119,0,0
S,50000,10000,23782,7076,F,3159,3159,0,0
S,50000,10000,32218,6929,F,3073,3073,0,0
S,50000,10000,19775,638,F,3167,3167,0,0
S,50000,10000,7899,3603,T,2006,3209,99,4
S,50000,10000,30099,2121,T,3441,3658,111,4
S,50000,10000,47221,4283,F,3676,3676,0,0
S,50000,10000,43520,4550,F,3473,3473,0,0
S,50000,10000,23314,4142,T,1296,3332,151,4
S,50000,10000,23746,1718,F,3728,3728,0,0
S,50000,10000,47323,2141,T,3616,3740,93,4
S,50000,10000,19271,5306,F,3875,3875,0,0
S,50000,10000,16664,5812,F,3700,3700,0,0
S,50000,10000,40260,581,F,2819,2819,0,0
S,50000,10000,1664,3255,T,856,4248,114,4
S,50000,10000,28547,9850,F,3660,3660,0,0
S,50000,10000,34018,2089,T,3454,4077,119,4
S,50000,10000,37631,3854,T,2631,3777,108,4
S,50000,10000,37292,6051,F,3707,3707,0,0
S,50000,10000,30606,1418,F,3953,3953,0,0
S,50000,10000,11276,1747,F,3048,3048,0,0
S,50000,10000,41956,5199,F,4045,4045,0,0
S,50000,10000,38813,8862,F,3887,3887,0,0
S,50000,10000,8788,561,T,522,4025,59,3
S,50000,10000,18869,2684,T,3256,3568,105,4
S,50000,10000,27785,2950,F,4095,4095,0,0
S,50000,10000,46588,1405,F,3887,3887,0,0
S,50000,10000,41383,8904,F,3131,3131,0,0
S,50000,10000,1741,15,T,755,3057,81,3
S,50000,10000,32114,2302,F,3448,3448,0,0
S,50000,10000,46818,7930,T,527,3964,112,3
S,50000,10000,15757,6236,T,213,3547,104,3
S,50000,10000,23746,5473,T,1331,1336,108,4
S,50000,10000,39432,5994,T,1720,4156,135,4
S,50000,10000,38875,496,T,98,3522,54,2
S,50000,10000,40481,225,T,155,3583,50,2
S,50000,10000,16424,3858,F,4218,4218,0,0
S,50000,10000,9060,6280,T,1851,4211,109,4
S,50000,10000,23851,2321,F,3492,3492,0,0
S,50000,10000,21768,3742,T,1394,4164,98,4
S,50000,10000,8032,3011,T,1926,3586,177,5
S,50000,10000,33350,3223,F,3542,3542,0,0
S,50000,10000,38911,3969,F,4190,4190,0,0
S,50000,10000,29566,7089,T,619,4089,108,3
S,50000,10000,37496,3088,F,3566,3566,0,0
S,50000,10000,20733,250,F,4095,4095,0,0
S,50000,10000,9712,3820,F,3795,3795,0,0
S,50000,10000,15030,2462,F,3977,3977,0,0
S,50000,10000,40251,3180,T,25,943,30,2
S,50000,10000,25137,1008,F,3603,3603,0,0
S,50000,10000,28301,4102,F,3155,3155,0,0
S,50000,10000,29034,9724,T,106,977,64,2
S,50000,10000,9117,1900,F,1115,1115,0,0
S,50000,10000,49501,7671,T,3407,4202,103,4
S,50000,10000,26101,8373,F,4258,4258,0,0
S,50000,10000,15185,6570,T,902,4221,122,3
S,50000,10000,4663,7064,F,3518,3518,0,0
S,50000,10000,45839,3370,T,1509,4069,118,4
S,50000,10000,8996,6125,F,4172,4172,0,0
S,50000,10000,41736,1622,T,476,2719,102,3
S,50000,10000,31693,7417,T,1106,3332,114,4
S,50000,10000,12992,3629,T,2677,3104,108,4
S,50000,10000,5979,8386,T,3133,3463,164,6
S,50000,10000,16037,2476,T,1190,2912,141,4
S,50000,10000,21241,1137,F,2737,2737,0,0
S,50000,10000,29065,2880,T,2192,3161,230,6
S,50000,10000,43824,7487,F,3665,3665,0,0
S,50000,10000,47638,2788,T,2489,3620,85,4
S,50000,10000,2728,1265,F,4052,4052,0,0
S,50000,10000,22472,6983,F,3742,3742,0,0
S,50000,10000,663,7422,F,3646,3646,0,0
S,50000,10000,40349,1082,T,1660,4068,158,4
S,50000,10000,48848,9695,F,3617,3617,0,0
S,50000,10000,25763,5991,F,3688,3688,0,0
S,50000,10000,43323,3591,T,535,4037,118,3
S,50000,10000,9745,6125,F,4195,4195,0,0
S,50000,10000,26394,2376,T,1906,4235,127,4
S,50000,10000,1062,2288,F,3385,3385,0,0
S,50000,10000,18443,7950,F,4250,4250,0,0
S,50000,10000,22450,8796,F,4129,4129,0,0
S,50000,10000,37781,3122,T,654,4109,142,3
S,50000,10000,42748,5300,F,3398,3398,0,0
S,50000,10000,21821,4916,T,3832,4097,184,6
S,50000,10000,34393,9737,T,3412,3459,97,4
S,50000,10000,13907,9287,T,2340,4095,120,4
S,50000,10000,13960,549,F,4136,4136,0,0
S,50000,10000,45943,3468,T,3470,4035,137,4
S,50000,10000,27105,2988,T,1906,4299,115,5
S,50000,10000,31195,2357,F,4260,4260,0,0
S,50000,10000,6665,7871,F,3216,3216,0,0
S,50000,10000,37792,2428,T,2681,3524,141,4
S,50000,10000,21239,5539,F,3714,3714,0,0
S,50000,10000,8706,4393,F,3485,3485,0,0
