type,nodes,features,id,searchedFeature,isSuccess,firstBandwidth,totalBandwidth,latency,pathLength
S,20000,2000,14885,63,F,1024,1024,0,0
S,20000,2000,19255,1000,T,129,129,99,3
S,20000,2000,5294,457,T,23,23,44,2
S,20000,2000,5976,1942,F,1366,1366,0,0
S,20000,2000,2831,976,T,949,949,124,4
S,20000,2000,14270,688,F,1266,1266,0,0
S,20000,2000,14628,1222,T,569,569,114,4
S,20000,2000,7181,668,T,1434,1434,91,4
S,20000,2000,19881,1235,T,1651,1651,160,4
S,20000,2000,8264,175,T,254,254,112,4
S,20000,2000,5796,853,T,1990,1990,120,5
S,20000,2000,9564,877,T,429,429,68,3
S,20000,2000,15188,1768,T,528,528,130,4
S,20000,2000,15496,1405,T,1693,1693,121,4
S,20000,2000,18857,729,T,1695,1695,214,6
S,20000,2000,6728,918,T,800,800,74,4
S,20000,2000,5374,1957,T,1688,1688,108,3
S,20000,2000,1302,1323,T,175,175,154,4
S,20000,2000,9108,202,F,2886,2886,0,0
S,20000,2000,4393,1803,T,404,404,91,3
S,20000,2000,7726,307,T,236,236,127,3
S,20000,2000,11741,1419,T,1834,1834,133,5
S,20000,2000,18355,662,T,830,830,124,4
S,20000,2000,17716,62,T,656,656,111,4
S,20000,2000,19961,1506,T,2508,2508,126,4
S,20000,2000,2160,480,T,1749,1749,145,5
S,20000,2000,12743,1280,T,893,893,112,3
S,20000,2000,2001,1583,T,2691,2691,116,4
S,20000,2000,8227,1021,T,951,951,89,3
S,20000,2000,16171,1856,T,224,224,97,3
S,20000,2000,3842,773,T,963,963,119,4
S,20000,2000,16834,752,T,678,678,92,3
S,20000,2000,10529,679,T,78,78,55,2
S,20000,2000,12112,803,T,2191,2191,98,4
S,20000,2000,9191,1789,T,288,288,97,3
S,20000,2000,13538,1374,T,1235,1235,139,4
S,20000,2000,18741,790,T,311,311,111,4
S,20000,2000,12270,1173,T,2027,2027,172,5
S,20000,2000,11619,362,T,2737,2737,122,4
S,20000,2000,8031,155,T,56,56,88,3
S,20000,2000,4255,732,T,484,484,94,3
S,20000,2000,2772,1925,T,1289,1289,126,5
S,20000,2000,8860,1730,T,386,386,86,3
S,20000,2000,8502,1964,T,1803,1803,143,5
S,20000,2000,10780,6,T,753,753,103,3
S,20000,2000,9142,1229,F,4267,4267,0,0
S,20000,2000,4447,341,F,1749,1749,0,0
S,20000,2000,12483,558,T,307,307,101,3
S,20000,2000,13517,1734,T,121,121,101,3
S,20000,2000,10500,845,T,2133,2133,193,6
S,20000,2000,8311,1334,T,1881,1881,124,4
S,20000,2000,7940,380,T,2280,2280,131,5
S,20000,2000,4820,1061,T,1171,1171,75,3
S,20000,2000,1491,462,T,1648,1648,122,4
S,20000,2000,14457,508,T,626,626,152,4
S,20000,2000,7849,1684,T,127,127,62,2
S,20000,2000,6652,1719,F,1925,1925,0,0
S,20000,2000,3293,1846,F,2582,2582,0,0
S,20000,2000,8798,175,T,1874,1874,140,4
S,20000,2000,13582,1701,T,373,373,83,3
S,20000,2000,15382,54,T,354,354,107,3
S,20000,2000,12291,1188,T,2711,2711,113,5
S,20000,2000,2167,69,T,1027,1027,139,5
S,20000,2000,15607,16,T,146,146,100,3
S,20000,2000,13330,945,T,1963,1963,217,7
S,20000,2000,4920,7,T,1884,1884,60,3
S,20000,2000,19696,1574,T,794,794,117,4
S,20000,2000,13403,130,T,1093,1093,153,4
S,20000,2000,13398,430,T,158,158,101,3
S,20000,2000,6595,1293,T,243,243,57,3
S,20000,2000,2167,1913,T,3868,3868,139,4
S,20000,2000,5556,357,T,2208,2208,88,4
S,20000,2000,10593,686,T,481,481,63,3
S,20000,2000,19489,87,T,515,515,39,3
S,20000,2000,11354,1988,T,1756,1756,106,4
S,20000,2000,11365,561,T,265,265,131,3
S,20000,2000,16132,1573,T,529,529,112,3
S,20000,2000,17331,643,T,261,261,155,4
S,20000,2000,15624,798,T,673,673,135,5
S,20000,2000,16838,618,T,477,477,121,3
S,20000,2000,15119,457,T,1659,1659,105,4
S,20000,2000,4941,1180,T,1862,1862,79,3
S,20000,2000,5952,620,T,510,510,81,4
S,20000,2000,5831,1708,T,828,828,60,3
S,20000,2000,11558,1488,T,372,372,107,3
S,20000,2000,14086,606,T,426,426,102,3
S,20000,2000,11234,308,T,809,809,83,3
S,20000,2000,4011,242,T,209,209,114,3
S,20000,2000,5265,657,T,843,843,173,4
S,20000,2000,15187,848,T,952,952,97,3
S,20000,2000,9437,181,T,1808,1808,152,5
S,20000,2000,8851,14,T,34,34,49,2
S,20000,2000,6527,1276,T,368,368,189,5
S,20000,2000,16739,479,T,1812,1812,103,4
S,20000,2000,1977,753,T,3039,3039,140,5
S,20000,2000,749,1316,T,274,274,99,4
S,20000,2000,18654,837,F,3973,3973,0,0
S,20000,2000,1183,1931,T,2117,2117,191,6
S,20000,2000,3094,238,T,400,400,214,6
S,20000,2000,7898,1258,T,1364,1364,80,3
S,20000,2000,18234,163,T,723,723,142,5
S,20000,2000,8003,264,T,372,372,57,3
S,20000,2000,6998,1407,T,2858,2858,153,5
S,20000,2000,6763,34,T,897,897,154,5
S,20000,2000,10573,1182,T,426,426,159,5
S,20000,2000,16058,292,T,3155,3155,194,6
S,20000,2000,12830,434,T,1713,1713,100,3
S,20000,2000,16758,911,T,1683,1683,184,5
S,20000,2000,16737,454,T,42,42,32,2
S,20000,2000,9455,318,T,338,338,93,3
S,20000,2000,12115,228,T,2398,2398,197,8
S,20000,2000,7082,654,T,584,584,85,3
S,20000,2000,12966,347,T,350,350,77,3
S,20000,2000,8983,447,T,1365,1365,160,4
S,20000,2000,2182,1661,T,1995,1995,91,4
S,20000,2000,14108,467,T,1754,1754,126,4
S,20000,2000,15237,1641,T,43,43,64,2
S,20000,2000,5597,809,T,384,384,138,5
S,20000,2000,17895,982,T,8,8,47,1
S,20000,2000,7020,1615,T,224,224,115,3
S,20000,2000,5853,1001,T,951,951,92,3
S,20000,2000,5366,506,T,3531,3531,87,4
S,20000,2000,15995,1359,T,112,112,96,3
S,20000,2000,12941,1889,T,492,492,94,3
S,20000,2000,18254,155,T,703,703,72,3
S,20000,2000,9033,1840,T,749,749,79,3
S,20000,2000,18877,82,T,630,630,143,3
S,20000,2000,5904,1918,T,1065,1065,168,5
S,20000,2000,7984,867,T,1582,1582,143,4
S,20000,2000,18341,1244,T,1131,1131,75,4
S,20000,2000,2553,928,T,1097,1097,74,3
S,20000,2000,9311,1345,F,4151,4151,0,0
S,20000,2000,19155,1848,T,235,235,98,3
S,20000,2000,2977,1491,T,1954,1954,89,4
S,20000,2000,3872,1376,T,315,315,66,3
S,20000,2000,19585,737,T,1209,1209,97,3
S,20000,2000,19338,868,T,1316,1316,140,4
S,20000,2000,3111,569,T,928,928,134,5
S,20000,2000,11,1714,T,3283,3283,70,4
S,20000,2000,15204,1022,T,585,585,82,3
S,20000,2000,8826,1744,T,1135,1135,84,3
S,20000,2000,14670,250,T,243,243,88,3
S,20000,2000,671,1250,T,209,209,81,4
S,20000,2000,5198,547,T,667,667,109,3
S,20000,2000,573,1775,T,1054,1054,116,4
S,20000,2000,10667,432,T,34,34,68,2
S,20000,2000,1288,45,F,3541,3541,0,0
S,20000,2000,11941,1803,T,390,390,91,3
S,20000,2000,11657,625,T,674,674,62,3
S,20000,2000,9008,1331,T,790,790,68,3
S,20000,2000,14581,1116,T,959,959,151,4
S,20000,2000,14511,502,T,725,725,104,4
S,20000,2000,14392,1884,T,649,649,96,3
S,20000,2000,15584,1362,T,4000,4000,213,5
S,20000,2000,18354,1325,T,817,817,83,3
S,20000,2000,5646,290,T,1737,1737,131,4
S,20000,2000,13293,1372,T,86,86,41,2
S,20000,2000,10091,1232,T,58,58,128,4
S,20000,2000,13740,1234,T,3085,3085,184,6
S,20000,2000,7448,651,T,1883,1883,143,4
S,20000,2000,10710,1391,T,1933,1933,173,5
S,20000,2000,11401,1472,T,7,7,29,2
S,20000,2000,16130,327,T,515,515,103,3
S,20000,2000,6042,1656,T,866,866,116,3
S,20000,2000,2690,1033,T,342,342,124,4
S,20000,2000,3313,521,T,1064,1064,95,3
S,20000,2000,16234,240,T,1115,1115,125,4
S,20000,2000,18080,244,T,134,134,68,2
S,20000,2000,13520,28,T,744,744,83,3
S,20000,2000,15355,665,T,1164,1164,90,3
S,20000,2000,730,528,T,450,450,76,3
S,20000,2000,12398,642,T,1022,1022,156,4
S,20000,2000,6710,1068,T,2311,2311,103,4
S,20000,2000,2674,720,T,1827,1827,161,4
S,20000,2000,10815,1923,T,10,10,30,1
S,20000,2000,12642,380,T,323,323,110,3
S,20000,2000,1647,1783,T,2188,2188,126,4
S,20000,2000,15932,1749,T,346,346,142,3
S,20000,2000,4122,179,T,1696,1696,120,4
S,20000,2000,8919,585,T,3489,3489,260,8
S,20000,2000,17525,317,T,202,202,58,3
S,20000,2000,1218,1738,T,124,124,145,4
S,20000,2000,17539,229,T,770,770,196,5
S,20000,2000,4095,1907,T,2077,2077,115,4
S,20000,2000,9060,1267,T,583,583,86,3
S,20000,2000,16990,1056,T,1782,1782,129,4
S,20000,2000,16970,301,T,1545,1545,118,4
S,20000,2000,19536,283,T,62,62,53,2
S,20000,2000,3561,436,T,186,186,94,3
S,20000,2000,3662,1598,T,1003,1003,119,4
S,20000,2000,12248,1199,T,3254,3254,225,7
S,20000,2000,8754,1624,T,468,468,130,4
S,20000,2000,9064,405,T,909,909,112,3
S,20000,2000,14231,1534,T,1420,1420,126,4
S,20000,2000,9681,1391,T,473,473,107,3
S,20000,2000,19754,1003,T,481,481,127,4
S,20000,2000,18880,1520,T,156,156,57,2
S,20000,2000,2093,1547,T,879,879,113,3
S,20000,2000,2838,1342,T,993,993,110,3
S,20000,2000,5730,179,T,12,12,31,1
S,20000,2000,10422,1171,T,557,557,149,5
S,20000,2000,7669,839,T,6,6,16,1
S,20000,2000,18017,133,T,1351,1351,140,4
S,20000,2000,7782,1546,T,533,533,70,3
S,20000,2000,7345,827,T,745,745,102,4
S,20000,2000,7361,1146,T,1574,1574,92,5
S,20000,2000,1221,414,T,295,295,80,3
S,20000,2000,925,989,T,2206,2206,179,6
S,20000,2000,2888,589,T,647,647,91,3
S,20000,2000,10131,21,T,243,243,144,3
S,20000,2000,14645,1122,T,892,892,113,3
S,20000,2000,16734,872,T,733,733,80,3
S,20000,2000,4976,1745,T,14,14,22,1
S,20000,2000,7401,824,T,623,623,97,3
S,20000,2000,11388,384,T,236,236,153,4
S,20000,2000,11750,427,T,20,20,107,3
S,20000,2000,12677,236,T,229,229,73,2
S,20000,2000,4826,213,T,109,109,92,3
S,20000,2000,18813,1001,T,843,843,126,4
S,20000,2000,15822,1581,T,301,301,64,3
S,20000,2000,19126,92,T,290,290,72,3
S,20000,2000,10879,598,T,361,361,74,3
S,20000,2000,19176,853,T,403,403,82,3
S,20000,2000,14349,1572,T,1669,1669,127,3
S,20000,2000,9742,1802,T,74,74,61,2
S,20000,2000,180,106,T,1609,1609,128,4
S,20000,2000,18116,114,T,1159,1159,160,4
S,20000,2000,19195,701,T,431,431,155,4
S,20000,2000,13790,1737,T,1153,1153,116,4
S,20000,2000,17829,1083,T,1192,1192,175,4
S,20000,2000,16146,843,T,365,365,102,3
S,20000,2000,12635,1809,T,953,953,37,3
S,20000,2000,13702,1,T,1110,1110,91,3
S,20000,2000,15050,493,T,157,157,98,3
S,20000,2000,15756,1332,T,1041,1041,89,4
S,20000,2000,10643,1551,T,184,184,71,2
S,20000,2000,13493,1368,T,1610,1610,63,3
S,20000,2000,19947,1303,T,920,920,80,5
S,20000,2000,13916,972,T,21,21,59,2
S,20000,2000,18192,417,T,103,103,48,2
S,20000,2000,8086,927,T,3315,3315,184,5
S,20000,2000,10119,1192,T,222,222,66,2
S,20000,2000,17237,1719,T,2177,2177,138,4
S,20000,2000,10249,712,T,954,954,77,3
S,20000,2000,14077,1490,T,1170,1170,60,3
S,20000,2000,14949,31,T,7,7,10,1
S,20000,2000,5707,935,T,66,66,84,2
S,20000,2000,12188,1377,T,506,506,140,4
S,20000,2000,18162,1715,T,1901,1901,125,4
S,20000,2000,10909,1753,T,1117,1117,83,3
S,20000,2000,17545,116,T,2603,2603,189,5
S,20000,2000,16415,1379,T,2002,2002,103,4
S,20000,2000,1921,1115,T,364,364,128,4
S,20000,2000,7487,297,F,2455,2455,0,0
S,20000,2000,2365,1409,T,1723,1723,199,6
