type,nodes,features,id,searchedFeature,isSuccess,firstBandwidth,totalBandwidth,latency,pathLength
S,50000,25000,16063,9879,T,2401,2401,89,4
S,50000,25000,16454,3257,F,3021,3021,0,0
S,50000,25000,45601,20635,F,3254,3254,0,0
S,50000,25000,30633,10123,T,1238,1238,158,5
S,50000,25000,25911,23272,F,2906,2906,0,0
S,50000,25000,10545,17947,T,1538,1538,135,4
S,50000,25000,19340,4275,F,3367,3367,0,0
S,50000,25000,49822,23979,F,3622,3622,0,0
S,50000,25000,36131,24448,F,3048,3048,0,0
S,50000,25000,35968,11790,F,3265,3265,0,0
S,50000,25000,3314,1780,F,3589,3589,0,0
S,50000,25000,35680,9740,T,1017,1017,116,4
S,50000,25000,6776,12008,F,3340,3340,0,0
S,50000,25000,43695,9035,F,3733,3733,0,0
S,50000,25000,16936,19097,T,1683,1683,121,4
S,50000,25000,38764,6677,F,3073,3073,0,0
S,50000,25000,42013,17660,F,3673,3673,0,0
S,50000,25000,22527,16002,F,3649,3649,0,0
S,50000,25000,7160,2189,T,2880,2880,89,4
S,50000,25000,49195,14291,T,1941,1941,145,5
S,50000,25000,16480,3024,F,3603,3603,0,0
S,50000,25000,36250,2738,T,1802,1802,97,4
S,50000,25000,27613,14354,T,540,540,49,3
S,50000,25000,30990,11452,T,1473,1473,100,4
S,50000,25000,30333,19998,F,3608,3608,0,0
S,50000,25000,43028,20237,F,3759,3759,0,0
S,50000,25000,31403,22525,T,2191,2191,132,4
S,50000,25000,43343,16018,F,3508,3508,0,0
S,50000,25000,21420,8993,F,3544,3544,0,0
S,50000,25000,16925,12642,F,3645,3645,0,0
S,50000,25000,31960,2290,F,2487,2487,0,0
S,50000,25000,48297,4384,F,3297,3297,0,0
S,50000,25000,36216,16295,F,3180,3180,0,0
S,50000,25000,28216,15169,T,2638,2638,176,6
S,50000,25000,983,15525,F,3117,3117,0,0
S,50000,25000,22442,23159,F,3578,3578,0,0
S,50000,25000,49742,893,F,3403,3403,0,0
S,50000,25000,2728,24110,T,561,561,144,4
S,50000,25000,33440,17216,F,3125,3125,0,0
S,50000,25000,18841,13443,F,3033,3033,0,0
S,50000,25000,40992,19245,F,3575,3575,0,0
S,50000,25000,40824,410,T,3480,3480,138,6
S,50000,25000,37877,21758,F,3870,3870,0,0
S,50000,25000,11440,1741,T,1138,1138,100,4
S,50000,25000,18682,12372,T,950,950,168,5
S,50000,25000,49588,6631,F,3552,3552,0,0
S,50000,25000,13541,9789,T,102,102,33,2
S,50000,25000,21087,3582,F,3690,3690,0,0
S,50000,25000,25374,1883,F,3432,3432,0,0
S,50000,25000,46835,20278,F,3596,3596,0,0
S,50000,25000,30824,23389,F,3756,3756,0,0
S,50000,25000,30974,8161,F,3841,3841,0,0
S,50000,25000,29946,7175,T,216,216,69,3
S,50000,25000,24754,20768,F,3666,3666,0,0
S,50000,25000,21844,1296,T,2565,2565,188,5
S,50000,25000,44389,3201,F,3587,3587,0,0
S,50000,25000,25132,14464,F,3269,3269,0,0
S,50000,25000,25587,3983,F,3452,3452,0,0
S,50000,25000,45857,5649,F,3489,3489,0,0
S,50000,25000,24237,21533,F,3413,3413,0,0
S,50000,25000,1863,17940,F,3440,3440,0,0
S,50000,25000,29640,13889,F,4108,4108,0,0
S,50000,25000,9671,18852,T,3283,3283,166,4
S,50000,25000,18379,23570,F,3974,3974,0,0
S,50000,25000,44024,11922,F,3910,3910,0,0
S,50000,25000,40120,24927,F,3686,3686,0,0
S,50000,25000,24455,9236,T,1983,1983,168,5
S,50000,25000,29944,12814,F,3951,3951,0,0
S,50000,25000,33486,21190,F,3341,3341,0,0
S,50000,25000,37642,20503,F,3288,3288,0,0
S,50000,25000,25037,6240,F,3576,3576,0,0
S,50000,25000,26589,16816,F,3760,3760,0,0
S,50000,25000,39761,4122,F,4135,4135,0,0
S,50000,25000,37097,24021,F,3860,3860,0,0
S,50000,25000,25469,8355,F,3705,3705,0,0
S,50000,25000,19570,22691,F,3953,3953,0,0
S,50000,25000,39937,7932,F,3907,3907,0,0
S,50000,25000,9675,6637,T,826,826,115,3
S,50000,25000,11326,13362,F,3214,3214,0,0
S,50000,25000,31890,13816,F,3133,3133,0,0
S,50000,25000,28008,24077,F,2674,2674,0,0
S,50000,25000,30456,20559,F,3337,3337,0,0
S,50000,25000,29180,18080,F,3597,3597,0,0
S,50000,25000,18653,7065,F,3636,3636,0,0
S,50000,25000,2880,3804,F,2543,2543,0,0
S,50000,25000,3148,2466,F,3048,3048,0,0
S,50000,25000,15558,636,T,1719,1719,94,4
S,50000,25000,15673,16730,T,3158,3158,133,5
S,50000,25000,35742,19475,F,3448,3448,0,0
S,50000,25000,22408,12158,F,4044,4044,0,0
S,50000,25000,16369,15192,F,3617,3617,0,0
S,50000,25000,36600,7644,T,1789,1789,89,4
S,50000,25000,45329,9358,F,4132,4132,0,0
S,50000,25000,37814,18968,F,3471,3471,0,0
