type,nodes,features,id,searchedFeature,isSuccess,firstBandwidth,totalBandwidth,latency,pathLength
S,50000,5000,12957,4398,F,1087,1087,0,0
S,50000,5000,31775,3406,T,702,702,89,3
S,50000,5000,7680,1370,F,1182,1182,0,0
S,50000,5000,39590,3912,F,1391,1391,0,0
S,50000,5000,44732,1993,T,714,714,39,3
S,50000,5000,23610,496,T,544,544,44,3
S,50000,5000,8907,4326,T,1075,1075,149,4
S,50000,5000,43581,3709,F,2243,2243,0,0
S,50000,5000,45773,947,T,747,747,72,3
S,50000,5000,35260,2947,F,2299,2299,0,0
S,50000,5000,10583,4514,F,1850,1850,0,0
S,50000,5000,48665,2566,T,940,940,113,3
S,50000,5000,37912,3483,F,1848,1848,0,0
S,50000,5000,30490,4134,T,164,164,85,3
S,50000,5000,4120,2923,T,375,375,99,3
S,50000,5000,47900,342,F,1724,1724,0,0
S,50000,5000,8639,363,T,2573,2573,109,4
S,50000,5000,36252,2135,F,3236,3236,0,0
S,50000,5000,15301,1190,T,2290,2290,122,4
S,50000,5000,9159,106,F,3296,3296,0,0
S,50000,5000,42695,4047,F,3306,3306,0,0
S,50000,5000,32754,1533,F,3511,3511,0,0
S,50000,5000,15729,1659,T,371,371,106,3
S,50000,5000,6900,1953,T,130,130,76,2
S,50000,5000,19074,2948,T,2776,2776,194,6
S,50000,5000,5534,547,T,329,329,98,3
S,50000,5000,31783,2936,F,2993,2993,0,0
S,50000,5000,44057,1702,T,2890,2890,130,4
S,50000,5000,43639,34,T,555,555,123,4
S,50000,5000,19392,4070,T,167,167,48,2
S,50000,5000,42513,1888,T,2879,2879,171,5
S,50000,5000,19746,924,T,2724,2724,137,4
S,50000,5000,48079,4560,T,2154,2154,113,4
S,50000,5000,8446,2877,F,3532,3532,0,0
S,50000,5000,33974,379,T,1058,1058,74,3
S,50000,5000,9106,4634,T,719,719,75,3
S,50000,5000,3690,1949,F,2756,2756,0,0
S,50000,5000,23050,4091,F,2791,2791,0,0
S,50000,5000,46378,2550,T,516,516,80,3
S,50000,5000,47144,4144,T,1138,1138,154,4
S,50000,5000,42063,3623,T,1773,1773,162,5
S,50000,5000,43834,4103,F,2495,2495,0,0
S,50000,5000,27637,1469,T,54,54,68,2
S,50000,5000,44305,2255,T,1502,1502,124,5
S,50000,5000,13412,1035,T,634,634,99,4
S,50000,5000,45666,1029,F,2867,2867,0,0
S,50000,5000,22027,2552,T,809,809,99,3
S,50000,5000,25951,2129,T,678,678,101,3
S,50000,5000,890,4197,F,2730,2730,0,0
S,50000,5000,44871,4898,F,2851,2851,0,0
S,50000,5000,41359,1384,T,259,259,69,3
